Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
28395,610.291,208.178116708527,173.888747041636,1.19719142411602,0.549812187138347,28715,190.141097274511,0.763922518159806,0.988855998607,0.958027126250128,0.913357754795763,0.0073315061351832,0.0031472891673356,0.834222388245556,0.998723889013168,SEKER
30834,631.934,217.227812764409,180.897468573821,1.20083390042444,0.553642224684321,31120,198.13901211615,0.783682805947389,0.990809768637532,0.970278230120595,0.912125429956056,0.0070450740340017,0.0030080398121198,0.83197279997252,0.999061142438045,SEKER
31091,638.558,210.486254870828,188.32684762014,1.1176646215381,0.446621923566855,31458,198.963038490472,0.786377317449478,0.988333651217496,0.958172835629964,0.945254304669785,0.0067700059461203,0.003333983668368,0.893505700496759,0.998639710587848,SEKER
31158,641.105,212.0669751385,187.192960068368,1.13287900923757,0.469924156725518,31474,199.17730225821,0.781313473256601,0.989959966956853,0.952623101345308,0.939218858231592,0.0068061806001187,0.0032670098784518,0.882132063657855,0.9993488982934,SEKER
31335,635.011,216.790092286783,184.163440299905,1.17716139497474,0.52758671006422,31599,199.742236730934,0.774277242401779,0.991645305231178,0.976510834463214,0.921362386186462,0.0069184647291138,0.0030754693858982,0.84890864667921,0.999302486731014,SEKER
31530,638.857,213.785654347426,188.066482344252,1.13675574553522,0.475535641525624,31791,200.362778093886,0.768949370793093,0.991790129281872,0.970792738740304,0.937213391167368,0.0067803886567531,0.003226920696926,0.878368940583439,0.998490939907905,SEKER
31682,646.721,210.045681626729,192.248415947661,1.09257431636738,0.402841973574384,32026,200.845152434156,0.773184303006638,0.989258727284082,0.951893863107529,0.956197484655159,0.0066298113006353,0.0034187812857825,0.914313629660853,0.998955588872088,SEKER
31768,650.954,220.959494859984,183.292068076593,1.20550494726073,0.558465259169797,32173,201.117562279247,0.777674418604651,0.987411804929599,0.942104629800205,0.910201041175846,0.0069554109437164,0.002944773314582,0.828465935357594,0.99871978371057,SEKER
31821,649.681,213.735645200693,189.969201915978,1.12510682281661,0.458286561004727,32168,201.285259154806,0.772354368932039,0.98921288236757,0.947378131655798,0.94174866792015,0.0067168110744694,0.0032589894456886,0.886890553529376,0.997846612867501,SEKER
31915,640.718,216.320361538156,188.065306942129,1.15024065339558,0.494138341379461,32184,201.582340670563,0.777655945419103,0.99164180959483,0.976946683198448,0.931869470063762,0.0067780154014775,0.0031528452028966,0.868380709236916,0.99884679438879,SEKER
32258,654.808,220.804030078904,186.277755809551,1.18534834779013,0.53691890750618,32612,202.662678443928,0.775805675805676,0.989145099963204,0.945408163831568,0.917839580969183,0.0068449386223232,0.0029965149595458,0.842429496393685,0.998572411679922,SEKER
32323,649.59,217.371457379769,189.591319048293,1.14652642573999,0.489149967062039,32615,202.866758746904,0.784843628593629,0.991047064234248,0.962593367623502,0.933272294312663,0.0067249777984645,0.0031470533899704,0.870997175331621,0.998621278262591,SEKER
