Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
28734,638.018,200.524795663648,182.734419351024,1.09735646068106,0.41178525136724,29172,191.272750485845,0.783968132707629,0.984985602632661,0.887033636552887,0.953860842260513,0.0069786592769418,0.0035636237121009,0.909850506397935,0.998430331449707,SEKER
29380,624.11,212.826129860206,175.931142612714,1.20971265632436,0.562727316750412,29690,193.41090409881,0.778113247523704,0.989558773997979,0.947849473016411,0.908774238510331,0.0072439118400342,0.0030477332172131,0.825870616580033,0.999066137363272,SEKER
30917,640.765,213.560089393098,184.439870859033,1.15788461788895,0.504102365412161,31280,198.405511527722,0.770805285464971,0.988395140664962,0.94625817993264,0.92903834275195,0.0069075294948765,0.0031742202947999,0.86311224230329,0.999384388874617,SEKER
31107,640.594,214.648548507602,184.969252585646,1.16045529463451,0.507365875296869,31423,199.014226923797,0.761046141801634,0.989943671832734,0.952581756919709,0.927163161863865,0.0069003294598515,0.003145388256978,0.859631528717401,0.997563958934867,SEKER
31158,642.626,216.484836208562,183.64431215612,1.17882679657687,0.529514250950734,31492,199.17730225821,0.798759228876128,0.989394131843008,0.948119004016837,0.920051980298156,0.0069479695811208,0.0030710517082392,0.846495646450557,0.997871751221581,SEKER
31178,636.888,212.975925175588,186.56208823219,1.14158201804926,0.482352224460347,31520,199.241216935033,0.764110482072397,0.989149746192893,0.965899596025826,0.935510512612018,0.0068309681562508,0.0032274291125688,0.875179919207602,0.999089658325205,SEKER
31202,644.454,215.640694698434,184.471684245499,1.16896365737873,0.517871223251886,31573,199.317887493387,0.779192887823394,0.988249453647104,0.944079243407028,0.924305534129939,0.006911117707148,0.0031116465919126,0.854340720423232,0.998693253193524,SEKER
31203,639.782,215.067736952165,184.874875944121,1.16331511166055,0.51094682922762,31558,199.321081459968,0.762984154929578,0.98875087141137,0.957948541785651,0.926782809382055,0.0068925339535354,0.0031366824591192,0.858926375766094,0.999202032732524,SEKER
31272,638.666,212.450318949182,187.535938994111,1.13285122888287,0.469883494214805,31593,199.541341688779,0.770322199231451,0.989839521412971,0.963425036380755,0.939237665896417,0.006793627492619,0.003261245517204,0.88216739303855,0.999364415284123,SEKER
31573,674.103,217.307026058546,185.448250670846,1.17179334543439,0.521268390422128,32197,200.499356971346,0.756964756653081,0.980619312358294,0.873118506983121,0.922654736977205,0.0068826853976038,0.0030767665446716,0.851291763666475,0.997538023687478,SEKER
31703,656.305,215.708906739895,187.272449690278,1.15184538407356,0.496263280854626,32093,200.911705200914,0.777110501029513,0.987847817281027,0.924908560143662,0.931401990939466,0.0068040534567673,0.0031586108837337,0.867509668726,0.999237007561227,SEKER
31811,642.092,223.98468285222,180.91712284293,1.23805132058551,0.589564968712359,32052,201.253628930189,0.773877292852625,0.992480968426307,0.969600136066738,0.898515141157984,0.0070411078825632,0.0028308858721706,0.807329458890153,0.999515302726536,SEKER
31992,640.338,212.88736370737,191.487253659592,1.11175736054902,0.436968431674381,32258,201.825368859238,0.774212284013359,0.991753983507967,0.980466376243067,0.948038274064317,0.0066543937142838,0.0033158260517468,0.898776569090849,0.99922146617575,SEKER
32167,654.893,217.960517017149,188.204715944682,1.15810337654458,0.504381753098667,32521,202.376620278865,0.760593019956493,0.989114725869438,0.942496457059229,0.928501285684425,0.0067759044056688,0.0031065408644223,0.862114637517631,0.998417872677674,SEKER
32213,658.216,221.481114338168,185.295432369925,1.1952864218261,0.547784366560733,32585,202.521271610055,0.76290735126942,0.988583704158355,0.934338332357564,0.91439521701537,0.0068755196454278,0.0029649752527065,0.836118612900586,0.999401225036144,SEKER
32218,653.595,222.756071381096,184.404683949012,1.20797404171517,0.560975566460154,32566,202.536988355899,0.75443156539047,0.989314008475097,0.947743902155772,0.909232179846598,0.006914025432401,0.0029148078301697,0.826703156868597,0.998635953701248,SEKER
32251,644.051,220.980962776812,186.027783501276,1.1878922525317,0.539747142543915,32514,202.640688306307,0.764060649135276,0.991911176723873,0.977040421644609,0.9170051834328,0.0068519104144619,0.0029886743829183,0.840898506442622,0.998896820968673,SEKER
32376,643.009,219.130013730037,188.300427392052,1.16372552502919,0.511456520670891,32608,203.033010863617,0.784302325581395,0.99288518155054,0.984008731460785,0.926541314024415,0.0067682855735741,0.0030769298396763,0.85847880659409,0.999033699930142,SEKER
32465,653.85,225.202449417725,183.692094560686,1.22597790588819,0.578509867521597,32767,203.311883124984,0.765034404750683,0.990783410138249,0.954265043453442,0.902796055951696,0.0069367765106337,0.0028424712305333,0.815040718641939,0.99922191345425,SEKER
32518,651.651,221.262785372889,187.256110603346,1.18160515381833,0.532696426660149,32811,203.477771551828,0.758915235250187,0.991070067965012,0.962284651111448,0.919620401636505,0.0068043171588932,0.0030019171437902,0.845701683106086,0.999285467350991,SEKER
32518,655.131,220.821199193386,187.665586505827,1.17667390865256,0.527019604549459,32842,203.477771551828,0.79403218323444,0.990134583764692,0.952088655357595,0.921459408313561,0.0067907374129216,0.0030199623917195,0.849087441169578,0.999099038188805,SEKER
32615,664.789,218.146746288941,191.00227698353,1.14211594612431,0.48309517204947,33016,203.78102892943,0.808562857922007,0.987854373637024,0.927383996993245,0.934146543077554,0.0066885404350434,0.0031417466709294,0.872629763943744,0.996644368462838,SEKER
32622,657.009,235.270869763519,177.158189532593,1.32802706092361,0.658024287867092,32902,203.802896025426,0.779311992355471,0.991489879034709,0.94968113253043,0.866247896436466,0.0072120308308355,0.0025049906509595,0.750385418080603,0.99653214133352,SEKER
32705,654.454,223.875867501602,186.149929796842,1.20266425964239,0.555543832848451,33021,204.061998692955,0.779469946136613,0.990430332212834,0.959545923206473,0.911496182997459,0.0068453101208256,0.0029146895796483,0.830825291618938,0.999203884237062,SEKER
